Id,Timestamp (UTC),Timestamp (Local),ETA (UTC),ETA (Local),State,Event,Latitude,Longitude,Period,Sailing Time,Total Running Hours ME,Heading,Course Made Good,Speed Over Ground,Speed Through Water,Distance Over Ground,Distance Through Water,Water Depth,Water Depth Below Keel,Draft Forward,Draft Aft,Mean Draft,Trim,Air Temp,Air Temp (Weather Provider),Engine Room Temp,Cooling Water Temp (LT),Air Press,Air Press (Weather Provider),Sea Water Temp,Sea Water Temp (Weather Provider),Sea State,Douglas Sea Scale,Wind Speed True,Wind Speed True (Weather Provider),Wind Speed Rel.,Wind Direction True,Wind Direction True (Weather Provider),Wind Direction Rel.,Wave Height,Wave Height (Weather Provider),Wave Direction,Swell Height,Swell Height (Weather Provider),Swell Direction,Swell Direction (Weather Provider),Swell Period (Weather Provider),Visibility (Weather Provider),Cargo Weight,Cargo TEU full,Cargo TEU empty,Cargo Reefers,Cargo Volume,Cargo Passengers,Ballast Weight,AVG Shaft RPM,AVG Slip,Total FOC,Total FOC (ISO),Total FOC ME,Total FOC ME (ISO),Total FOC AE,Total FOC AE (ISO),Total FOC AB,Total FOC AB (ISO),Total FOC IGS,Total FOC IGS (ISO),Total FOC INC,Total FOC INC (ISO),Total FOC HFO,Total FOC HFO HS,Total FOC HFO LS,Total FOC HFO LLS,Total FOC LFO,Total FOC MDO,Total FOC MGO,Total FOC Propane,Total FOC Butane,Total FOC LNG,Total FOC Methanol,Total FOC Ethanol,Total FOC Undef,Total SFOC ME,Total SFOC AE,Total SFOC ME (ISO),Total SFOC AE (ISO),Total CO2,Total CO2 ME,Total CO2 AE,Total CO2 AB,Total CO2 IGS,Total CO2 INC,Total CO2 Undef,Total Power ME (AVG),Total Power AE (AVG),Total Generated Energy ME,Total Generated Energy AE,Total Generated Electrical Energy,Total Generated Shaft Energy,Total Shaft Power (AVG),Total Shaft Power Corrected (AVG),Total Electrical Power (AVG),ME Load (AVG),AE Load (AVG),Delivered Power (corrected),EEOI (Weight),EEOI (TEU),Power Added Or Reduced By wind,Speed Loss,Speed Loss (Uncorrected),Total Fuel Oil ROB,Total Fresh Water ROB,Fuel Oil HFO ROB,Fuel Oil HFO HS ROB,Fuel Oil HFO LS ROB,Fuel Oil HFO LLS ROB,Fuel Oil LFO ROB,Fuel Oil MDO ROB,Fuel Oil MGO ROB,Fuel Oil Propane ROB,Fuel Oil Butane ROB,Fuel Oil LNG ROB,Fuel Oil Methanol ROB,Fuel Oil Ethanol ROB,Circulation Lub Oil ME ROB,Circulation Lub Oil AE ROB,Circulation Lub Oil Undef ROB,Total Circulation Lub Oil ROB,Cylinder Lub Oil ROB,Cylinder HS Lub Oil ROB,Cylinder LS Lub Oil ROB,Undefined Lub Oil ROB,Fresh Water Drinking ROB,Fresh Water Boiler ROB,Fresh Water Undefined ROB,Total Fuel Oil Bunkered,Fuel Oil HFO Bunkered,Fuel Oil HFO HS Bunkered,Fuel Oil HFO LS Bunkered,Fuel Oil HFO LLS Bunkered,Fuel Oil LFO Bunkered,Fuel Oil MDO Bunkered,Fuel Oil MGO Bunkered,Fuel Oil Propane Bunkered,Fuel Oil Butane Bunkered,Fuel Oil LNG Bunkered,Fuel Oil Methanol Bunkered,Fuel Oil Ethanol Bunkered,Circulation Lub Oil ME Bunkered,Circulation Lub Oil AE Bunkered,Circulation Lub Oil Undef Bunkered,Total Circulation Lub Oil Bunkered,Cylinder Lub Oil Bunkered,Cylinder HS Lub Oil Bunkered,Cylinder LS Lub Oil Bunkered,Undefined Lub Oil Bunkered,Total Fuel Oil Gain/Loss,Fuel Oil HFO Gain/Loss,Fuel Oil HFO HS Gain/Loss,Fuel Oil HFO LS Gain/Loss,Fuel Oil HFO LLS Gain/Loss,Fuel Oil LFO Gain/Loss,Fuel Oil MDO Gain/Loss,Fuel Oil MGO Gain/Loss,Fuel Oil Propane Gain/Loss,Fuel Oil Butane Gain/Loss,Fuel Oil LNG Gain/Loss,Fuel Oil Methanol Gain/Loss,Fuel Oil Ethanol Gain/Loss,Circulation Lub Oil ME Gain/Loss,Circulation Lub Oil AE Gain/Loss,Circulation Lub Oil Undef Gain/Loss,Total Circulation Lub Oil Gain/Loss,Cylinder Lub Oil Gain/Loss,Cylinder HS Lub Oil Gain/Loss,Cylinder LS Lub Oil Gain/Loss,Undefined Lub Oil Gain/Loss,Total Cylinder Lub Oil Consumption,Total Cylinder HS Lub Oil Consumption,Total Cylinder LS Lub Oil Consumption,Total Circulation Lub Oil Consumption ME,Total Circulation Lub Oil Consumption AE,Total Fresh Water Consumption Undefined,Total Fresh Water Consumption Domestic,Total Fresh Water Consumption Boiler,Total Fresh Water Consumption Washing,Total Oily Water Discharge Undefined,Total Oily Water Discharge Via OWS,Total Oily Water Discharge Via ODME,Estimation Score,Completeness Score,Plausibility Score,vessel_id
235,25.10.2018 00:00,24.10.2018 12:00,07.11.2018 06:00,06.11.2018 18:00,At Sea,NOON,38.62166667,-177.095,24,24,24,99,99,11.9,12.2,285,294,,,9.85,10.5,10.18,0.65,,,31,33,,,18,,4,,9.3,,5.7,315,,255.1,2,,,,,,,,,15806,0,300,0,,,4626,66,-1.8,24.42,22.47,21.12,19.43,3.3,3.04,,,,,,,24.42,24.42,0,0,0,0,0,0,0,0,0,0,0,216.5,216.6,199.2,199.3,76.1,65.8,10.3,0,0,0,0,4064,635,97536,15234,14472,97536,4064,4620,603,26,,4620,16.91,,-555.7,20.5,17,1388.86,216,1049.89,,,,,,338.97,,,,,,11500,5750,,17250,14538,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,20,,12,,,,,,74.9,68,100,1
236,24.10.2018 00:00,23.10.2018 12:00,07.11.2018 06:00,06.11.2018 18:00,At Sea,NOON,39.39666667,176.8783333,24,24,24,99,99,12.1,12,291,288,,,9.85,10.5,10.18,0.65,,,30,33,,,17,,5,,12.3,,10.5,338,,269.4,2,,,,,,,,,15806,0,300,0,,,4626,65.1,-1.2,24.08,22.16,20.8,19.14,3.28,3.02,,,,,,,24.08,24.08,0,0,0,0,0,0,0,0,0,0,0,221,216,203.4,198.8,75,64.8,10.2,0,0,0,0,3921,633,94104,15185,14426,94104,3921,5421,601,25,,5421,16.33,,-1499.9,26.1,17.6,1413.28,211,1074.31,,,,,,338.97,,,,,,11500,5770,,17270,14754,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,40,,11,,,,,,74.9,68,100,1
237,23.10.2018 00:00,22.10.2018 12:00,07.11.2018 18:00,07.11.2018 06:00,At Sea,NOON,40.18333333,170.6583333,24,24,24,99,99,10.3,10.3,246,247,,,9.85,10.5,10.18,0.65,,,30,33,,,18,,5,,12.3,,10.6,338,,264.3,2,,,,,,,,,15806,0,300,0,,,4626,63,10.3,23.54,21.67,20.34,18.72,3.2,2.95,,,,,,,23.54,23.54,0,0,0,0,0,0,0,0,0,0,0,224.1,213.2,206.3,196.3,73.3,63.3,10,0,0,0,0,3781,625,90744,15006,14256,90744,3781,4974,594,24,,4974,18.82,,-1193.1,34.8,28.5,1437.36,195,1098.39,,,,,,338.97,,,,,,11500,5810,,17310,14972,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,40,,10,,,,,,74.9,68,95,1
238,22.10.2018 00:00,22.10.2018 12:00,05.11.2018 18:00,06.11.2018 06:00,At Sea,NOON,40.815,165.3316667,23,23,23,93,93,10.6,10.5,244,242,,,10.2,10.4,10.3,0.2,,,30,33,,,15,,6,,15.5,,20.6,68,,341.4,2,,,,,,,,,15806,0,300,0,,,5037,64.5,10.5,24.7,22.73,21.5,19.79,3.2,2.95,,,,,,,24.7,24.7,0,0,0,0,0,0,0,0,0,0,0,213.3,219.9,196.3,202.4,76.9,67,10,0,0,0,0,4382,633,100786,14551,13823,100786,4382,10466,601,28,,10466,19.94,,-6084.3,44.5,30.5,1460.9,179,1121.93,,,,,,338.97,,,,,,11500,5850,,17350,15180,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,40,,10,,,,,,74.9,68,90,1
239,21.10.2018 01:00,21.10.2018 12:00,05.11.2018 19:00,06.11.2018 06:00,At Sea,NOON,40.99333333,159.9483333,24,24,24,93,93,11.6,11.7,279,280,,,10.2,10.4,10.3,0.2,,,31,33,,,19,,6,,15.5,,21.5,90,,357.8,1,,,,,,,,,15806,0,300,0,,,5037,65,1.4,24.3,22.36,21.1,19.42,3.2,2.94,,,,,,,24.3,24.3,0,0,0,0,0,0,0,0,0,0,0,218.7,213.2,201.2,196.2,75.7,65.7,10,0,0,0,0,4020,625,96480,15006,14256,96480,4020,11750,594,25,,11750,17.19,,-7730.5,40.7,20.5,1485.6,163,1146.63,,,,,,338.97,,,,,,11500,5890,,17390,15398,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,20,,8,,,,,,74.9,68,95,1
240,20.10.2018 01:00,20.10.2018 12:00,05.11.2018 01:00,05.11.2018 12:00,At Sea,NOON,41.19333333,153.8,23,23,23,93,93,12.5,12.5,288,288,,,10.2,10.4,10.3,0.2,,,31,33,,,15,,3,,6.7,,12.8,68,,347.3,1.5,,,,,,,,,15806,0,300,0,,,5037,66,-4,23.53,21.65,20.2,18.59,3.33,3.06,,,,,,,23.53,23.53,0,0,0,0,0,0,0,0,0,0,0,213.9,227.3,196.8,209.2,73.3,62.9,10.4,0,0,0,0,4106,637,94438,14649,13917,94438,4106,7155,605,26,,7155,16.09,,-3048.7,29.8,15.5,1509.9,145,1170.93,,,,,,338.97,,,,,,11500,5910,,17410,15622,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,20,,8,,,,,,74.9,68,100,1
241,19.10.2018 02:00,19.10.2018 12:00,05.11.2018 02:00,05.11.2018 12:00,At Sea,NOON,41.40333333,147.4033333,24,24,24,93,93,14.1,13.2,338,316,,,10.2,10.4,10.3,0.2,,,31,33,,,15,,3,,6.7,,13.9,90,,358.6,1,,,,,,,,,15806,0,300,0,,,5037,66.9,-8,25.26,23.24,21.86,20.11,3.4,3.13,,,,,,,25.26,25.26,0,0,0,0,0,0,0,0,0,0,0,218.6,226.5,201.1,208.4,78.7,68.1,10.6,0,0,0,0,4167,626,100008,15013,14262,100008,4167,8408,594,26,,8408,14.72,,-4241.3,29.9,11.5,1533.43,126,1194.46,,,,,,338.97,,,,,,11500,5930,,17430,15842,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,,,,40,,9,,,,,,74.9,68,100,1
242,18.10.2018 02:00,18.10.2018 12:00,05.11.2018 02:00,05.11.2018 12:00,At Sea,NOON,41.21666667,140.065,23,23,23,53,53,13.2,13,304,298,,,10.2,10.4,10.3,0.2,,,31,33,,,21,,3,,6.7,,6.7,293,,300.7,0,,,,,,,,,15806,0,300,0,,,5037,66.4,-7.2,22.83,21.01,19.6,18.04,3.23,2.97,,,,,,,22.83,22.83,0,0,0,0,0,0,0,0,0,0,0,214.4,223.6,197.3,205.7,71.1,61,10.1,0,0,0,0,3975,628,91425,14446,13724,91425,3975,4949,597,25,,4949,14.8,,-974.4,17.7,11.4,1558.69,111,1219.72,,,,,,338.97,,,,,,11500,5970,,17470,16074,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,40,,5,,,,,,74.9,68,100,1
243,17.10.2018 03:00,17.10.2018 12:00,05.11.2018 03:00,05.11.2018 12:00,At Sea,NOON,38.19333333,134.7783333,24,24,24,53,53,12.3,12.5,296,300,,,10.2,10.4,10.3,0.2,,,31,33,,,20,,4,,9.3,,15.7,45,,355.2,1,,,,,,,,,15806,0,300,0,,,5037,66,-4,24.86,22.88,21.5,19.78,3.36,3.09,,,,,,,24.86,24.86,0,0,0,0,0,0,0,0,0,0,0,222.4,216.6,204.6,199.3,77.4,67,10.5,0,0,0,0,4028,646,96672,15512,14736,96672,4028,8499,614,26,,8499,16.53,,-4470.8,33.7,15,1581.52,116,1242.55,,,,,,338.97,,,,,,11500,6010,,17510,16317,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,13,,,,,,74.7,67.6,94,1
244,16.10.2018 03:00,16.10.2018 12:00,05.11.2018 03:00,05.11.2018 12:00,At Sea,NOON,35.18833333,128.895,23,23,23,51,51,13.2,12.9,304,298,,,10.1,10.5,10.3,0.4,,,34,33,,,22,,3,,6.7,,13.5,45,,357,0,,,,,,,,,15806,0,300,0,,,5045,66.5,-6.8,23.84,21.92,20.48,18.83,3.36,3.09,,,,,,,23.84,23.84,0,0,0,0,0,0,0,0,0,0,0,221.3,226.8,203.5,208.5,74.2,63.8,10.5,0,0,0,0,4024,644,92552,14817,14076,92552,4024,7700,612,25,,7700,15.46,,-3676.3,29.1,12,1606.38,114,1267.41,,,,,,338.97,,,,,,11500,6010,,17510,16567,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,40,,17,,,,,,74.9,68,100,1
245,15.10.2018 04:00,15.10.2018 12:00,04.11.2018 22:00,05.11.2018 06:00,At Sea,NOON,34.165,124.475,20.8,20.8,20.8,119,119,11.3,11.4,235,236,,,10.1,10.5,10.3,0.4,,,34,33,,,20,,4,,9.3,,12.3,45,,313,0,,,,,,,,,15806,0,300,0,,,5045,62,-0.5,17.31,15.92,14.2,13.06,2.92,2.69,0.19,0.17,,,,,17.31,17.31,0,0,0,0,0,0,0,0,0,0,0,202.8,224.5,186.5,206.4,53.9,44.2,9.1,0.6,0,0,0,3367,625,70034,13008,12357,70034,3367,5545,594,21,,5545,14.54,,-2177.5,30.6,18.1,1630.22,121,1291.25,,,,,,338.97,,,,,,11500,6050,,17550,16809,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,6,,,,,,72.6,69.3,95.4,1
246,14.10.2018 07:13,14.10.2018 15:13,04.11.2018 22:00,05.11.2018 06:00,Manoeuvring,BOSP,36.01,120.36666670000001,1.9,1.9,1.4,104,104,5.3,5.1,10,10,,,10.1,10.5,10.3,0.4,,,28,33,,,21,,2,,4.5,,5.7,180,,48.8,0,,,,,,,,,15806,0,300,0,,,5044,,,0.98,0.9,0.58,0.53,0.32,0.29,0.08,0.07,,,,,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,244.8,262.5,225.4,241.7,3.1,1.8,1,0.2,0,0,0,1247,642,2369,1219,1158,2369,1247,1223,610,11,,1223,19.31,,23.6,48.4,48.7,1647.53,121,1308.56,,,,,,338.97,,,,,,11500,6050,,17550,17003,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,72.1,67,89.5,1
247,14.10.2018 05:19,14.10.2018 13:19,04.11.2018 22:00,05.11.2018 06:00,In Port,DEPA,0,0,25.3,25.3,0,,,,,,,,,10.1,10.5,10.3,0.4,,,28,33,,,21,,0,,0.1,,,,,,,,,,,,,,,15806,0,300,0,,,4922,,,5.61,5.17,,,4.52,4.16,1.09,1,,,,,5.61,5.61,0,0,0,0,0,0,0,0,0,0,0,,251.4,,231.5,17.5,0,14.1,3.4,0,0,0,0,711,0,17976,17078,0,0,,675,,,,,,,,,1648.51,121,1309.54,,,,,,338.97,,,,,,11500,6050,,17550,17021,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,5,,,,,,79.1,59,98.8,1
248,13.10.2018 04:00,13.10.2018 12:00,05.11.2018 14:00,05.11.2018 22:00,In Port,NOON,0,0,23.4,23.4,0,,,,,,,,,9.5,10.3,9.9,0.8,,,28,33,,,21,,0,,0.1,,,,,,,,,,,,,,,14732,0,164,0,,,4922,,,5.31,4.89,,,4.23,3.89,1.08,0.99,,,,,5.31,5.31,0,0,0,0,0,0,0,0,0,0,0,,246.4,,226.9,16.5,0,13.2,3.4,0,0,0,0,734,0,17168,16310,0,0,,697,,,,,,,,,1654.12,126,1315.15,,,,,,338.97,,,,,,,6130,,6130,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,9,,,,,,78.8,58.2,100,1
249,12.10.2018 04:37,12.10.2018 12:37,03.11.2018 00:00,03.11.2018 08:00,Manoeuvring,ARRI,0,0,4.1,4.1,3.3,,,8.9,9.6,36,39,,,9.5,10.3,9.9,0.8,,,0,0,,,,,0,,0.1,,,,,,,,,,,,,,,14732,0,164,0,,,4922,0,,3.79,3.58,2.93,2.77,0.76,0.72,0.1,0.09,,,,,3.79,3.79,0,0,0,0,0,0,0,0,0,0,0,214.7,250.8,202.7,236.9,11.8,9.1,2.4,0.3,0,0,0,3329,739,13649,3030,2878,13649,3329,,702,26,,,22.07,,,,30.6,1659.43,135,1320.46,,,,,,338.97,,,,,,11500,6210,,17710,17021,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,75.3,65.2,93,1
250,12.10.2018 00:30,12.10.2018 08:30,12.10.2018 04:00,12.10.2018 12:00,At Anchor,DEPA,35.84166667,120.8483333,20.5,20.5,0,,,,,,,,,9.5,10.3,9.9,0.8,,,28,33,,,22,,0,,0.1,,,,,,,,,,,,,,,14732,0,164,0,,,4922,,,3.3,3.04,,,2.42,2.23,0.88,0.81,,,,,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,,234.1,,215.6,10.3,0,7.5,2.7,0,0,0,0,504,0,10336,9820,0,0,,479,,,,,,,,,1663.22,135,1324.25,,,,,,338.97,,,,,,11500,6210,,17710,17054,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,8,,,,,,79.1,59,100,1
251,11.10.2018 04:00,11.10.2018 12:00,11.10.2018 12:00,11.10.2018 20:00,At Anchor,NOON,35.845,120.845,24,24,0,,,,,,,,,9.5,10.3,9.9,0.8,,,28,33,,,22,,4,,9.3,,,0,,,0,,,,,,,,,14732,0,164,0,,,4922,,,4.06,3.74,,,2.92,2.69,1.14,1.05,,,,,4.06,4.06,0,0,0,0,0,0,0,0,0,0,0,,236.3,,217.6,12.6,0,9.1,3.6,0,0,0,0,515,0,12358,11740,0,0,,489,,,,,,,,,1666.52,143,1327.55,,,,,,338.97,,,,,,11500,6290,,17790,17054,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,9,,,,,,79,58.2,100,1
252,10.10.2018 04:00,10.10.2018 12:00,10.10.2018 22:00,11.10.2018 06:00,At Anchor,NOON,35.845,120.845,16.2,16.2,0,,,,,,,,,9.5,10.3,9.9,0.8,,,29,33,,,22,,4,,9.3,,,315,,,0,,,,,,,,,14732,0,164,0,,,4922,,,2.83,2.61,,,2.02,1.86,0.81,0.75,,,,,2.83,2.83,0,0,0,0,0,0,0,0,0,0,0,,234.1,,215.5,8.8,0,6.3,2.5,0,0,0,0,533,0,8628,8197,0,0,,506,,,,,,,,,1670.58,152,1331.61,,,,,,338.97,,,,,,11500,6350,,17850,17054,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,5,,,,,,79,58.2,100,1
253,09.10.2018 11:49,09.10.2018 19:49,10.10.2018 22:00,11.10.2018 06:00,Manoeuvring,ARRI,35.845,120.845,2,2,1.8,,,8.7,8.8,17,18,,,9.5,10.3,9.9,0.8,,,0,0,,,,,0,,0.1,,,,,,,,,,,,,,,14732,0,164,0,,,4922,0,,2.09,1.97,1.56,1.47,0.39,0.37,0.14,0.13,,,,,2.09,2.09,0,0,0,0,0,0,0,0,0,0,0,239.6,260.2,226.2,245.7,6.5,4.9,1.2,0.4,0,0,0,3255,749,6511,1499,1424,6511,3255,,712,23,,,25.39,,,,36.1,1673.41,157,1334.44,,,,,,338.97,,,,,,11500,6390,,17890,17054,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,75.3,65.2,93,1
254,09.10.2018 09:49,09.10.2018 17:49,10.10.2018 22:00,11.10.2018 06:00,At Sea,EOSP,35.81,121.175,5.8,5.8,5.8,270,270,13.4,12.9,78,75,,,9.45,10.2,9.82,0.75,,,33,33,,,22,,5,,15.5,,20.9,315,,31.6,1.5,,,,,,,,,14732,0,164,0,,,4755,67,-5.8,6.21,5.71,5.34,4.91,0.87,0.8,,,,,,,6.21,6.21,0,0,0,0,0,0,0,0,0,0,0,218.4,229.9,200.9,211.5,19.3,16.6,2.7,0,0,0,0,4215,652,24447,3784,3595,24447,4215,2516,620,27,,2516,16.94,,1698.6,-2.7,12.7,1675.5,157,1336.53,,,,,,338.97,,,,,,11500,6390,,17890,17069,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,1,,,,,,75,67.6,100,1
255,09.10.2018 04:00,09.10.2018 12:00,09.10.2018 15:30,09.10.2018 23:30,At Sea,NOON,35.135,122.47833329999999,25,25,25,301,301,13.6,13.4,339,335,,,9.5,10.3,9.9,0.8,,,35,33,,,22,,4,,9.3,,8.3,180,,285.1,0,,,,,,,,,14732,0,164,0,,,4755,67.3,-9.4,25,22.99,21.4,19.68,3.6,3.31,,,,,,,25,25,0,0,0,0,0,0,0,0,0,0,0,215.1,224.3,197.8,206.2,77.9,66.6,11.2,0,0,0,0,3979,642,99475,16049,15247,99475,3979,5280,610,25,,5280,15.58,,-1300.7,15.1,6.8,1681.71,154,1342.74,,,,,,338.97,,,,,,11500,6390,,17890,17122,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,,13,,,,,,75,67.6,100,1
256,08.10.2018 03:00,08.10.2018 12:00,09.10.2018 14:30,09.10.2018 23:30,At Sea,NOON,34.495,128.55166670000003,2.8,2.8,2.8,232,232,12.9,12.8,36,36,,,9.5,10.3,9.9,0.8,,,33,33,,,21,,3,,6.7,,0.8,45,,92.5,0,,,,,,,,,14732,0,164,0,,,4755,66.7,-5.2,2.64,2.43,2.26,2.08,0.38,0.35,,,,,,,2.64,2.64,0,0,0,0,0,0,0,0,0,0,0,217.7,226.6,200.2,208.4,8.2,7,1.2,0,0,0,0,3708,599,10382,1677,1593,10382,3708,3998,569,23,,3998,15.5,,-290.2,12.4,8.7,1706.71,151,1367.74,,,,,,338.97,,,,,,11500,6390,,17890,17374,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,1,,,,,,75,67.6,100,1
257,08.10.2018 00:13,08.10.2018 09:13,09.10.2018 14:30,09.10.2018 23:30,Manoeuvring,BOSP,34.97833333,128.8,1.7,1.7,1.6,164,164,10.9,10.2,19,17,,,9.5,10.3,9.9,0.8,,,31,33,,,21,,2,,4.5,,2.8,315,,51.2,0,,,,,,,,,14732,0,164,0,,,4755,,,1.77,1.63,1.31,1.21,0.36,0.33,0.1,0.09,,,,,1.77,1.77,0,0,0,0,0,0,0,0,0,0,0,205,251.7,188.6,231.6,5.5,4.1,1.1,0.3,0,0,0,3759,841,6390,1430,1359,6390,3759,3918,799,25,,3918,20.12,,-158.9,29.3,27.3,1709.35,152,1370.38,,,,,,338.97,,,,,,11500,6390,,17890,17401,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,72.7,67,99,1
258,07.10.2018 22:31,08.10.2018 07:31,09.10.2018 14:30,09.10.2018 23:30,In Port,DEPA,0,0,19.5,19.5,0,,,,,,,,,9.5,10.3,9.9,0.8,,,29,33,,,21,,0,,0.1,,,,,,,,,,,,,,,14732,0,164,0,,,5590.1,,,4.12,3.79,,,3.37,3.1,0.75,0.69,,,,,4.12,4.12,0,0,0,0,0,0,0,0,0,0,0,,250.3,,230.4,12.8,0,10.5,2.3,0,0,0,0,691,0,13465,12792,0,0,,656,,,,,,,,,1711.12,152,1372.15,,,,,,338.97,,,,,,11500,6390,,17890,17420,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,5,,,,,,79.1,59,98.8,1
259,07.10.2018 03:00,07.10.2018 12:00,09.10.2018 01:00,09.10.2018 10:00,In Port,NOON,0,0,24,24,0,,,,,,,,,9.8,10.2,10,0.4,,,30,33,,,21,,0,,0.1,,,,,,,,,,,,,,,14294,0,164,0,,,5590.1,,,4.87,4.48,,,3.9,3.59,0.97,0.89,,,,,4.87,4.87,0,0,0,0,0,0,0,0,0,0,0,,253.8,,233.6,15.2,0,12.1,3,0,0,0,0,640,0,15366,14598,0,0,,608,,,,,,,,,1715.24,157,1376.27,,,,,,338.97,,,,,,,6430,,6430,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,7,,,,,,78.8,58.2,98.8,1
260,06.10.2018 03:00,06.10.2018 12:00,08.10.2018 17:00,09.10.2018 02:00,In Port,NOON,0,0,24,24,0,,,,,,,,,9.6,10.2,9.9,0.6,,,30,33,,,21,,0,,0.1,,,,,,,,,,,,,,,14294,0,164,0,,,5590.1,,,4.35,4,,,3.37,3.1,0.98,0.9,,,,,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,,251.2,,231.2,13.5,0,10.5,3.1,0,0,0,0,559,0,13418,12747,0,0,,531,,,,,,,,,1720.11,164,1381.14,,,,,,338.97,,,,,,,6450,,6450,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,6,,,,,,78.8,58.2,98.8,1
261,05.10.2018 03:00,05.10.2018 12:00,08.10.2018 17:00,09.10.2018 02:00,In Port,NOON,0,0,20.1,20.1,0,,,,,,,,,9.3,10.1,9.7,0.8,,,30,33,,,21,,0,,0.1,,,,,,,,,,,,,,,14294,0,164,0,,,5590.1,,,4.38,4.03,,,3.52,3.24,0.86,0.79,,,,,4.38,4.38,0,0,0,0,0,0,0,0,0,0,0,,249.8,,229.9,13.6,0,11,2.7,0,0,0,0,701,0,14090,13386,0,0,,666,,,,,,,,,1724.46,170,1385.49,,,,,,338.97,,,,,,,6530,,6530,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,4,,,,,,78.8,58.2,100,1
262,04.10.2018 06:54,04.10.2018 15:54,09.10.2018 10:00,09.10.2018 19:00,Manoeuvring,ARRI,0,0,2.9,2.9,2.3,,,9.7,9,28,26,,,9.3,10.15,9.73,0.85,,,0,0,,,,,0,,0.1,,,,,,,,,,,,,,,14294,0,164,0,,,5590.1,0,,2.86,2.7,2.33,2.2,0.5,0.47,0.03,0.03,,,,,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,224.9,269.4,212.4,254.4,8.9,7.3,1.6,0.1,0,0,0,3572,640,10359,1856,1763,10359,3572,,608,29,,,22.26,,,,36,1668.84,174,1389.87,,,,,,278.97,,,,,,11500,6570,,18070,17420,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,60,,,,,,,,75.8,65.5,92,1
